category,商品名称,平均评分,评价次数,images,ssid,型号,上市时间_年,零售价_元,重量_kg,品牌,颜色,镜头焦距_mm,外形尺寸_cm,对焦马达,光圈叶片_片,防尘防雨,最近对焦距离_cm,最大放大倍率_倍,镜头类型,镜头卡口,画幅,最大光圈_F,最小光圈_F
镜头,索尼 E 20mm F2.8 定焦镜头,4.3,279,"[{'thumb': 'https://m.media-amazon.com/images/I/31tzwKcVGkL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31tzwKcVGkL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/413Sps3Tv9L._AC_SL1000_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31vggJRjnWL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31vggJRjnWL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/61aQa+hymDL._AC_SL1292_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51Y-dOCQ3nL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51Y-dOCQ3nL._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/81h1ZEvt+GL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31WN3EPpiGL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31WN3EPpiGL._AC_.jpg', 'variant': 'LEFT', 'hi_res': 'https://m.media-amazon.com/images/I/71fellALzGL._AC_SL1500_.jpg'}]",B0779D1PDZ,Sony SEL-20F28 E-Mount 20mm F2.8 Prime Fixed Lens,2013,1999,0.07,索尼,黑色,20,6.2x6.2x2.0,步进马达（STM）,7,False,20,0.12,定焦镜头,索尼E卡口,APS-C,2.8,16.0
镜头,索尼 E 16-55mm F2.8 G 标准变焦镜头,4.6,109,"[{'thumb': 'https://m.media-amazon.com/images/I/31sTAMYoIDL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31sTAMYoIDL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71XwxCEuOaL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31LXPGt7NQL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31LXPGt7NQL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/81UKHahIPWL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31tFDM-GvRL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31tFDM-GvRL._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/81W4lYDqW6L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31ICdSj-qbL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31ICdSj-qbL._AC_.jpg', 'variant': 'PT05', 'hi_res': 'https://m.media-amazon.com/images/I/81oVXrOChNL._AC_SL1500_.jpg'}]",B07WZVKZHK,Sony SEL1655G Alpha 16-55mm F2.8 G Standard Zoom APS-C Lens,2019,7999,0.76,索尼,黑色,16-55,7.3x7.3x10.0,线性马达（LM）,9,True,33,0.2,变焦镜头,索尼E卡口,APS-C,2.8,22.0
镜头,索尼 E PZ 10-20mm F4 G 电动变焦镜头,4.6,41,"[{'thumb': 'https://m.media-amazon.com/images/I/31NLHsQumXL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31NLHsQumXL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/81mKxXz-9GL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31mDXOlNysL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31mDXOlNysL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/81P9gjL-N2L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31Z6a9AsIiL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31Z6a9AsIiL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/81AhPJA2MhL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/314ATQNlvAL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/314ATQNlvAL._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/71GR0CYhN0L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31Arr2IiRpL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31Arr2IiRpL._AC_.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/81pD0gb-8IL._AC_SL1500_.jpg'}]",B0B2X2Z31L,Sony E PZ 10-20mm F4 G APS-C Constant-Aperture Power Zoom G Lens,2022,4999,0.18,索尼,黑色,10-20,6.9x6.9x5.5,线性马达（LM）,7,True,20,0.18,变焦镜头,索尼E卡口,APS-C,4.0,22.0
镜头,索尼 超广角转换镜头,4.2,36,"[{'thumb': 'https://m.media-amazon.com/images/I/31Q+wxx4W4L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31Q+wxx4W4L._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61EknGdsXmL._AC_SL1200_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31x-Z72BWFL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31x-Z72BWFL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/51kamD9aiAL._AC_SL1200_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/414QZfr-VIL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/414QZfr-VIL._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/61wTuE-P0bL._AC_SL1200_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41ahiC3Z2LL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41ahiC3Z2LL._AC_.jpg', 'variant': 'PT05', 'hi_res': 'https://m.media-amazon.com/images/I/71IDN8gmqUL._AC_SL1200_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31JgJSkY-kL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31JgJSkY-kL._AC_.jpg', 'variant': 'PT07', 'hi_res': 'https://m.media-amazon.com/images/I/51QtNqGUtoL._AC_SL1200_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/21KrB6UaZpL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/21KrB6UaZpL._AC_.jpg', 'variant': 'PT09', 'hi_res': 'https://m.media-amazon.com/images/I/41wfrrXWcRL._AC_SL1200_.jpg'}]",B00U29GNAA,"Sony SEL075UWC 21 mm f/2.8-22 Ultra Wide Converter Lens for Mirrorless Cameras,Black",2014,1500,0.44,索尼,黑色,16,6.2x6.2x4.5,线性马达（LM）,7,False,20,0.25,定焦镜头,索尼E卡口,全画幅,2.8,22.0
镜头,索尼 FE 55mm F1.8 ZA 镜头,4.7,520,"[{'thumb': 'https://m.media-amazon.com/images/I/41C0jG2u7tL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41C0jG2u7tL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/516ELr-MpvL._AC_SL1000_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41zJGdLW6+L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41zJGdLW6+L._AC_.jpg', 'variant': 'SIDE', 'hi_res': 'https://m.media-amazon.com/images/I/61ZYOMR1lmL._AC_SL1200_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31gwvHtq0FL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31gwvHtq0FL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/41HpbySBrhL._AC_SL1014_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31RO8uedoYL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31RO8uedoYL._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/51JeILH6BFL._AC_SL1014_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41MCSzKft4L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41MCSzKft4L._AC_.jpg', 'variant': 'PT04', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/51TFrd1w18L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51TFrd1w18L._AC_.jpg', 'variant': 'PT05', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/31ltLL-4JvL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31ltLL-4JvL._AC_.jpg', 'variant': 'PT08', 'hi_res': None}]",B08Z7NF7YW,Sony SEL55F18Z.AE 55mm f/1.8 ZA Lens - Black,2013,4999,0.28,索尼,黑色,55,6.4x6.4x7.1,线性马达（LM）,9,False,50,0.14,定焦镜头,索尼E卡口,全画幅,1.8,22.0
镜头,索尼 FE 12-24mm F2.8 GM 超广角变焦镜头,4.8,847,"[{'thumb': 'https://m.media-amazon.com/images/I/311WdFUG20L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/311WdFUG20L._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71vouGXuUrL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/313waUzVQKL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/313waUzVQKL._AC_.jpg', 'variant': 'FRNT', 'hi_res': 'https://m.media-amazon.com/images/I/71GZwLgGbmL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31S1CNYu-SL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31S1CNYu-SL._AC_.jpg', 'variant': 'SIDE', 'hi_res': 'https://m.media-amazon.com/images/I/71p2cmG9a4L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31yS7nnTdnL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31yS7nnTdnL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/71QPeLTVMeL._AC_SL1500_.jpg'}]",B09VRGH7PY,"Sony FE 12-24mm F2.8 G Master Full-Frame Constant-Aperture Ultra-Wide Zoom Lens (SEL1224GM), Black",2020,19999,0.85,索尼,黑色,12-24,9.7x9.7x13.7,线性马达（LM）,9,True,28,0.14,变焦镜头,索尼E卡口,全画幅,2.8,22.0
镜头,索尼 FE 20mm F1.8 G 定焦镜头,4.7,570,"[{'thumb': 'https://m.media-amazon.com/images/I/31JMRJifcKL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31JMRJifcKL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/81SJROFwEeL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31Wbx8JmG9L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31Wbx8JmG9L._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/81bOg5yV17L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31mB8SqFviL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31mB8SqFviL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/81ljzfA68lL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41kQeaHGl4L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41kQeaHGl4L._AC_.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/71D1IeCa+sL._AC_SL1449_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41b7e0V8JWL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41b7e0V8JWL._AC_.jpg', 'variant': 'PT05', 'hi_res': 'https://m.media-amazon.com/images/I/71tdNgOD05L._AC_SL1449_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51lKbuy4uIL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51lKbuy4uIL._AC_.jpg', 'variant': 'PT11', 'hi_res': 'https://m.media-amazon.com/images/I/810QuZv+NVL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31C9+0-TEIL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31C9+0-TEIL._AC_.jpg', 'variant': 'PT12', 'hi_res': 'https://m.media-amazon.com/images/I/61gcREhhMqL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51xJw9tpowL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51xJw9tpowL._AC_.jpg', 'variant': 'PT13', 'hi_res': 'https://m.media-amazon.com/images/I/91z4wsXcMoL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41GT-xU5zSL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41GT-xU5zSL._AC_.jpg', 'variant': 'PT14', 'hi_res': 'https://m.media-amazon.com/images/I/71Vy0GictCL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/519s2Z0tKsL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/519s2Z0tKsL._AC_.jpg', 'variant': 'PT15', 'hi_res': 'https://m.media-amazon.com/images/I/813bQvmo7hL._AC_SL1500_.jpg'}]",B0CFWKNNJK,"Sony FE 20mm F1.8 G Full-Frame Large-Aperture Ultra-Wide Prime Angle G Lens, Model: SEL20F18G,Black",2020,6999,0.37,索尼,黑色,20,7.3x7.3x8.4,线性马达（LM）,9,True,19,0.2,定焦镜头,索尼E卡口,全画幅,1.8,22.0
镜头,索尼 E 18-55mm F3.5-5.6 OSS 变焦镜头,3.8,86,"[{'thumb': 'https://m.media-amazon.com/images/I/41udNwLSrqL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41udNwLSrqL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/31r7ygLOkKL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31r7ygLOkKL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/51bo6FRp0LL._AC_SL1000_.jpg'}]",B003M0D0PM,Sony E 18-55mm f/3.5-5.6 OSS SEL1855 Lens [International Version No Warranty],2010,1400,0.2,索尼,银色,18-55,6.2x6.2x6.7,线性马达（LM）,7,False,25,0.3,变焦镜头,索尼E卡口,APS-C,3.5,22.0
镜头,索尼 E 16mm F2.8 广角镜头,4.2,331,"[{'thumb': 'https://m.media-amazon.com/images/I/41uG8MQNflL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41uG8MQNflL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61bgY70zptL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41+n2+XGSEL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41+n2+XGSEL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/81bD+DOM-NL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41U5InTVOrL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41U5InTVOrL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/81-GtQ6t-4L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41-Vr4Aav7L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41-Vr4Aav7L._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/71GQs4MjTVL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41Cq9gEel3L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41Cq9gEel3L._AC_.jpg', 'variant': 'PT04', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/419Sz-sbDzL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/419Sz-sbDzL._AC_.jpg', 'variant': 'PT05', 'hi_res': 'https://m.media-amazon.com/images/I/816+Ztg-5PL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41Gmc6M8YJL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41Gmc6M8YJL._AC_.jpg', 'variant': 'PT06', 'hi_res': 'https://m.media-amazon.com/images/I/715Ne7Req5L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41rPch7lmmL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41rPch7lmmL._AC_.jpg', 'variant': 'PT07', 'hi_res': 'https://m.media-amazon.com/images/I/81xp6fPkr3L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/3120zV0XmlL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/3120zV0XmlL._AC_.jpg', 'variant': 'PT08', 'hi_res': 'https://m.media-amazon.com/images/I/51vXeI73o1L._AC_SL1500_.jpg'}]",B005NI9N84,Sony SEL16F28 16mm f/2.8 Wide-Angle Lens for NEX Series Cameras,2010,1999,0.07,索尼,黑色,16,6.2x6.2x2.2,步进马达（STM）,7,False,24,0.078,定焦镜头,索尼E卡口,APS-C,2.8,22.0
镜头,索尼 E 18-135mm F3.5-5.6 OSS 变焦镜头,5.0,1,"[{'thumb': 'https://m.media-amazon.com/images/I/5157lEaeeTL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/5157lEaeeTL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71HKB5hrWVL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41GIQis7TiL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41GIQis7TiL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/713OJ0O4luL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/410W9TJmKNL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/410W9TJmKNL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/81Q7ZXlBhnL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41DDgPY5MhL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41DDgPY5MhL._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/81VQI++-d-L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51UlJ+4W3UL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51UlJ+4W3UL._AC_.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/71pzOAaNcaL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41f5Y+UwDzL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41f5Y+UwDzL._AC_.jpg', 'variant': 'PT05', 'hi_res': 'https://m.media-amazon.com/images/I/71ZtxJODeHL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51RGJ9irDuL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51RGJ9irDuL._AC_.jpg', 'variant': 'PT06', 'hi_res': 'https://m.media-amazon.com/images/I/81sB7jzjgrL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41PJgeNdRGL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41PJgeNdRGL._AC_.jpg', 'variant': 'PT07', 'hi_res': 'https://m.media-amazon.com/images/I/51vbPhE9IFL._AC_SL1000_.jpg'}]",B079B11P7V,Sony Alpha E-Mount 18-135mm f/3.5-5.6 OSS Zoom Lens with Backpack + 3 Filters + Tripod + Kit,2018,3999,0.33,索尼,黑色,18-135,8.8x7.5x7.5,线性马达（LM）,7,False,45,0.29,变焦镜头,索尼E卡口,APS-C,3.5,36.0
镜头,索尼 FE PZ 28-135mm F4 G OSS 电动变焦镜头,4.5,39,"[{'thumb': 'https://m.media-amazon.com/images/I/41bbey7WGGL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41bbey7WGGL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/816VvTLeS9L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41xw840+MmL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41xw840+MmL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/81sP4wbqSiL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41gUZYi5SGL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41gUZYi5SGL._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/81OsOi2Fq4L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31PdMwol3XL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31PdMwol3XL._AC_.jpg', 'variant': 'PT05', 'hi_res': 'https://m.media-amazon.com/images/I/81iRZ21daAL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41nP+KVpx2L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41nP+KVpx2L._AC_.jpg', 'variant': 'PT07', 'hi_res': 'https://m.media-amazon.com/images/I/81lHcaC8UiL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41CqvjAi3CL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41CqvjAi3CL._AC_.jpg', 'variant': 'PT09', 'hi_res': 'https://m.media-amazon.com/images/I/81DEoyTrepL._AC_SL1500_.jpg'}]",B00NGTN0Y0,Sony 28-135mm FE PZ F4 G OSS Full-Frame E-Mount Power Zoom Lens,2014,16999,1.22,索尼,黑色,28-135,16.2x10.5x11.8,超声波马达（SSM）,9,True,40,0.15,变焦镜头,索尼E卡口,全画幅,4.0,22.0
镜头,索尼 E 18-200mm F3.5-6.3 变焦镜头,4.6,134,"[{'thumb': 'https://m.media-amazon.com/images/I/41k6Qr4kJoL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41k6Qr4kJoL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61c6pgp5LtL._AC_SL1320_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31bZwkKVBkL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31bZwkKVBkL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/71mEpwoexYL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31cfZLzfaVL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31cfZLzfaVL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/61Oa7O9OsgL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41wHMGWB66L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41wHMGWB66L._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/71hJp+2FTCL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31QN+KefJrL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31QN+KefJrL._AC_.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/71mOPga0EOL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31roz16JsyL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31roz16JsyL._AC_.jpg', 'variant': 'PT05', 'hi_res': 'https://m.media-amazon.com/images/I/71DYGiI7tJL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31Z9eLSxQhL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31Z9eLSxQhL._AC_.jpg', 'variant': 'PT06', 'hi_res': 'https://m.media-amazon.com/images/I/71RG9REl0dL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31gto0YyTeL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31gto0YyTeL._AC_.jpg', 'variant': 'PT07', 'hi_res': 'https://m.media-amazon.com/images/I/61KOXfisfsL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51I31jihXhL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51I31jihXhL._AC_.jpg', 'variant': 'AW01', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/51EvleP5eML._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51EvleP5eML._AC_.jpg', 'variant': 'AW02', 'hi_res': None}]",B003OUX6NG,Sony SEL18200 E Mount - APS-C 18-200mm F3.5-6.3 Telephoto Zoom Lens,2010,4999,0.53,索尼,黑色,18-200,7.5x7.5x10.0,线性马达（LM）,7,False,50,0.35,变焦镜头,索尼E卡口,APS-C,3.5,40.0
镜头,索尼 E 85mm F1.8 G 定焦镜头,4.8,1339,"[{'thumb': 'https://m.media-amazon.com/images/I/41ubp7qhDWL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41ubp7qhDWL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/810Ri-gB5xL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41R8JbhIqxL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41R8JbhIqxL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/819hRsGsiSL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/21ji-PaIHYL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/21ji-PaIHYL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/41eplDZcoUL._AC_SL1014_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31HSt3xvcBL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31HSt3xvcBL._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/81twUpO0z5L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/212mUVWacsL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/212mUVWacsL._AC_.jpg', 'variant': 'PT04', 'hi_res': None}]",B077VYV7PH,"Sony SEL85F18 85mm F/1.8-22 Medium-Telephoto Fixed Prime Camera Lens, Black",2017,4999,0.37,索尼,黑色,85,8.2x8.2x9.2,线性马达（LM）,9,False,80,0.13,定焦镜头,索尼E卡口,全画幅,1.8,22.0
